log,label
Disk space critically low on mysql-db volume (80 MB free),SYSTEM_ERROR
org.hibernate.exception.ConstraintViolationException: could not execute statement,DATABASE_ERROR
"Docker health check failed for spring-app container, retry 4471",SYSTEM_ERROR
IllegalStateException: working schedule not initialized for staff 9002,APPLICATION_ERROR
Unable to reach downstream service from 10.0.0.5,NETWORK_ERROR
Invalid request body for endpoint /api/services: missing required field 'serviceId',VALIDATION_ERROR
Slow response detected for /api/appointments: 2200 ms,PERFORMANCE_WARNING
Appointment 8891 cancelled by user 4471,INFO
Request from 198.51.100.7 attempted path traversal on static resource path,SECURITY_ALERT
OutOfMemoryError: Java heap space in appointment-service container (attempt 9002),SYSTEM_ERROR
Appointment created successfully for user 4471 with service svc-101,INFO
Query timeout while fetching appointments for user 555,DATABASE_ERROR
IllegalStateException: working schedule not initialized for staff 9002,APPLICATION_ERROR
Unable to reach downstream service from 198.51.100.7,NETWORK_ERROR
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Malformed Authorization header on request to /api/appointments/{id}/status,AUTHENTICATION_ERROR
"JVM garbage collector could not reclaim memory, heap dump 77410 written",SYSTEM_ERROR
Disk space critically low on mysql-db volume (1500 MB free),SYSTEM_ERROR
User 60021 attempted to book an already-cancelled appointment,WARNING
Completely unrelated unknown event (ref 203),UNKNOWN
Connection reset by peer while streaming websocket data for user 12345,NETWORK_ERROR
User 60021 does not have permission to access /api/appointments/{id}/cancel,AUTHORIZATION_ERROR
Disk space critically low on mysql-db volume (80 MB free),SYSTEM_ERROR
User 77410 attempted to access admin-only endpoint /api/appointments/{id}/cancel,AUTHORIZATION_ERROR
Appointment 8891 cancelled by user 77410,INFO
User 555 attempted to book an already-cancelled appointment,WARNING
Unable to reach downstream service from 10.0.0.5,NETWORK_ERROR
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
User 31 does not have permission to access /api/appointments,AUTHORIZATION_ERROR
Method getAllAppointments took 2200 ms to complete,PERFORMANCE_WARNING
User 12345 attempted to access admin-only endpoint /api/appointments/{id}/status,AUTHORIZATION_ERROR
"JVM garbage collector could not reclaim memory, heap dump 77410 written",SYSTEM_ERROR
User 8891 does not have permission to access /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
Slow response detected for /api/auth/register: 7300 ms,PERFORMANCE_WARNING
Retrying email delivery to admin@system.local after transient failure,WARNING
NullPointerException while processing appointment request for user 9002,APPLICATION_ERROR
User 9002 attempted to book an already-cancelled appointment,WARNING
"JVM garbage collector could not reclaim memory, heap dump 77410 written",SYSTEM_ERROR
Connection reset by peer while streaming websocket data for user 77410,NETWORK_ERROR
Failed to parse JWT claims for request to /api/admin/schedules,AUTHENTICATION_ERROR
Appointment 12345 cancelled by user 9002,INFO
Connection reset by peer while streaming websocket data for user 4471,NETWORK_ERROR
Connection reset by peer while streaming websocket data for user 8891,NETWORK_ERROR
"Working schedule overlaps detected for staff member 555, auto-resolved",WARNING
Legacy subsystem emitted an unrecognized diagnostic code 9002,UNKNOWN
Disk space critically low on mysql-db volume (1500 MB free),SYSTEM_ERROR
User 203 logged out,INFO
Slow response detected for /api/services/{id}/available-slots: 6100 ms,PERFORMANCE_WARNING
Slow response detected for /api/auth/login: 2200 ms,PERFORMANCE_WARNING
Failed to parse JWT claims for request to /api/auth/login,AUTHENTICATION_ERROR
Repeated 401 Unauthorized responses from IP 203.0.113.42 within short window,SECURITY_ALERT
Failed to parse JWT claims for request to /api/appointments,AUTHENTICATION_ERROR
Appointment 60021 status updated to ACCEPTED,INFO
Placeholder log entry 12345 pending removal,UNKNOWN
User 60021 attempted to access admin-only endpoint /api/appointments/{id}/status,AUTHORIZATION_ERROR
Query timeout while fetching appointments for user 203,DATABASE_ERROR
Failed to parse JWT claims for request to /api/services/{id}/available-slots,AUTHENTICATION_ERROR
SQL injection pattern detected in request parameter for /api/services/{id}/available-slots,SECURITY_ALERT
Failed to parse JWT claims for request to /api/admin/schedules,AUTHENTICATION_ERROR
Repeated 401 Unauthorized responses from IP 10.0.0.5 within short window,SECURITY_ALERT
User 203 registered a new account,INFO
"Cache miss for service svc-330 listing, falling back to database",WARNING
Completely unrelated unknown event (ref 60021),UNKNOWN
"Cache miss for service svc-202 listing, falling back to database",WARNING
JWT token missing on protected endpoint /api/auth/login,AUTHENTICATION_ERROR
Expired JWT token for user 60021,AUTHENTICATION_ERROR
User 555 attempted to book an already-cancelled appointment,WARNING
Login failed for user user@example.com: invalid credentials,AUTHENTICATION_ERROR
Multiple failed login attempts detected from the same IP 198.51.100.7,SECURITY_ALERT
Miscellaneous debug marker 60021 left in codebase,UNKNOWN
com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure,DATABASE_ERROR
SQL injection pattern detected in request parameter for /api/auth/login,SECURITY_ALERT
AuthenticationException: Bad credentials for user customer1@mail.com,AUTHENTICATION_ERROR
Placeholder log entry 4471 pending removal,UNKNOWN
Application failed to start: port 8443 already in use (pid 8891),SYSTEM_ERROR
Unable to reach downstream service from 172.17.0.3,NETWORK_ERROR
Appointment 31 cancelled by user 9002,INFO
"Docker health check failed for spring-app container, retry 31",SYSTEM_ERROR
Failed to parse JWT claims for request to /api/appointments/{id}/cancel,AUTHENTICATION_ERROR
Connection reset by peer while streaming websocket data for user 31,NETWORK_ERROR
Invalid request body for endpoint /api/admin/schedules: missing required field 'serviceId',VALIDATION_ERROR
WebSocket connection established for user 12345,INFO
Connection reset by peer while streaming websocket data for user 31,NETWORK_ERROR
Completely unrelated unknown event (ref 4471),UNKNOWN
Slow response detected for /api/auth/register: 200 ms,PERFORMANCE_WARNING
GC pause of 45 ms detected on spring-app container,PERFORMANCE_WARNING
Appointment 555 status updated to ACCEPTED,INFO
NullPointerException while processing appointment request for user 8891,APPLICATION_ERROR
User 555 does not have permission to access /api/services/{id}/available-slots,AUTHORIZATION_ERROR
SQL injection pattern detected in request parameter for /api/appointments/{id}/cancel,SECURITY_ALERT
"Working schedule overlaps detected for staff member 203, auto-resolved",WARNING
User 203 successfully logged in,INFO
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
403 Forbidden returned for request to /api/admin/schedules by user 4471,AUTHORIZATION_ERROR
Placeholder log entry 203 pending removal,UNKNOWN
Appointment 4471 cancelled by user 31,INFO
Repeated 401 Unauthorized responses from IP 10.0.0.5 within short window,SECURITY_ALERT
Query timeout while fetching appointments for user 203,DATABASE_ERROR
Invalid request body for endpoint /api/admin/schedules: missing required field 'serviceId',VALIDATION_ERROR
Failed to parse JWT claims for request to /api/auth/login,AUTHENTICATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 60021 not found,APPLICATION_ERROR
StackOverflowError encountered while processing recursive schedule computation for staff 12345,SYSTEM_ERROR
Retrying email delivery to admin@system.local after transient failure,WARNING
GC pause of 310 ms detected on spring-app container,PERFORMANCE_WARNING
Connection refused while connecting to MySQL at mysql:3306,DATABASE_ERROR
User 8891 registered a new account,INFO
Slow response detected for /api/auth/login: 310 ms,PERFORMANCE_WARNING
Query timeout while fetching appointments for user 555,DATABASE_ERROR
Slow response detected for /api/admin/schedules: 3100 ms,PERFORMANCE_WARNING
403 Forbidden returned for request to /api/auth/register by user 4471,AUTHORIZATION_ERROR
Suspicious request payload containing script tags blocked for /api/services/{id}/available-slots,SECURITY_ALERT
User 203 does not have permission to access /api/auth/register,AUTHORIZATION_ERROR
Slow response detected for /api/appointments: 1500 ms,PERFORMANCE_WARNING
403 Forbidden returned for request to /api/appointments by user 12345,AUTHORIZATION_ERROR
Slow response detected for /api/appointments/{id}/cancel: 1500 ms,PERFORMANCE_WARNING
Possible brute force attack detected against /api/auth/login from 172.17.0.3,SECURITY_ALERT
Connection reset by peer while streaming websocket data for user 12345,NETWORK_ERROR
Miscellaneous debug marker 555 left in codebase,UNKNOWN
User 60021 tried to cancel an appointment belonging to another user,AUTHORIZATION_ERROR
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
Account for user 203 locked after repeated failed authentication attempts,SECURITY_ALERT
403 Forbidden returned for request to /api/appointments by user 203,AUTHORIZATION_ERROR
Possible brute force attack detected against /api/auth/login from 192.168.1.10,SECURITY_ALERT
Repeated 401 Unauthorized responses from IP 172.17.0.3 within short window,SECURITY_ALERT
OutOfMemoryError: Java heap space in appointment-service container (attempt 4471),SYSTEM_ERROR
Exception in method: createAppointment | Message: Requested slot is no longer available,APPLICATION_ERROR
Connection timed out while calling SMTP server smtp.gmail.com:587,NETWORK_ERROR
"Connection pool exhausted, unable to obtain JDBC connection for appointmentdb",DATABASE_ERROR
User 12345 successfully logged in,INFO
User 77410 attempted to book an already-cancelled appointment,WARNING
"Cache miss for service svc-101 listing, falling back to database",WARNING
"Connection pool exhausted, unable to obtain JDBC connection for appointmentdb",DATABASE_ERROR
Appointment created successfully for user 31 with service svc-202,INFO
Malformed Authorization header on request to /api/admin/schedules,AUTHENTICATION_ERROR
Miscellaneous debug marker 60021 left in codebase,UNKNOWN
Placeholder log entry 31 pending removal,UNKNOWN
Appointment 9002 cancelled by user 4471,INFO
403 Forbidden returned for request to /api/appointments by user 60021,AUTHORIZATION_ERROR
Appointment 9002 cancelled by user 8891,INFO
Query timeout while fetching appointments for user 31,DATABASE_ERROR
"Working schedule overlaps detected for staff member 77410, auto-resolved",WARNING
Query timeout while fetching appointments for user 9002,DATABASE_ERROR
Proxy error: unable to forward request from Apache to spring-app:8443,NETWORK_ERROR
Exception in method: cancelAppointment | Message: Appointment 9002 not found,APPLICATION_ERROR
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
Failed to parse JWT claims for request to /api/services,AUTHENTICATION_ERROR
"Fatal error: unable to load SSL keystore, service unavailable (code 203)",SYSTEM_ERROR
Application failed to start: port 8443 already in use (pid 555),SYSTEM_ERROR
Appointment 4471 requested for a slot close to closing time,WARNING
Connection reset by peer while streaming websocket data for user 8891,NETWORK_ERROR
User 12345 attempted to access admin-only endpoint /api/auth/login,AUTHORIZATION_ERROR
Query timeout while fetching appointments for user 31,DATABASE_ERROR
Placeholder log entry 203 pending removal,UNKNOWN
"JVM garbage collector could not reclaim memory, heap dump 555 written",SYSTEM_ERROR
JWT token missing on protected endpoint /api/services/{id}/available-slots,AUTHENTICATION_ERROR
Suspicious request payload containing script tags blocked for /api/services,SECURITY_ALERT
Uninterpreted binary blob logged at offset 8891,UNKNOWN
Failed to serialize response for endpoint /api/auth/register,APPLICATION_ERROR
Failed to parse JWT claims for request to /api/appointments,AUTHENTICATION_ERROR
Query timeout while fetching appointments for user 60021,DATABASE_ERROR
Appointment API request took 4200 ms,PERFORMANCE_WARNING
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
MethodArgumentNotValidException: appointment date must be in the future,VALIDATION_ERROR
User 4471 attempted to access admin-only endpoint /api/appointments/{id}/cancel,AUTHORIZATION_ERROR
Appointment 9002 requested for a slot close to closing time,WARNING
"Method Completed: createAppointment | Result: Appointment{id=8891, status=PENDING}",INFO
Query timeout while fetching appointments for user 203,DATABASE_ERROR
Query timeout while fetching appointments for user 555,DATABASE_ERROR
"Working schedule overlaps detected for staff member 31, auto-resolved",WARNING
"Cache miss for service svc-77 listing, falling back to database",WARNING
403 Forbidden returned for request to /api/appointments/{id}/status by user 203,AUTHORIZATION_ERROR
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
NullPointerException while processing appointment request for user 8891,APPLICATION_ERROR
StackOverflowError encountered while processing recursive schedule computation for staff 9002,SYSTEM_ERROR
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
OutOfMemoryError: Java heap space in appointment-service container (attempt 203),SYSTEM_ERROR
xkcd-node-31 heartbeat received on unmapped channel,UNKNOWN
"Working schedule overlaps detected for staff member 203, auto-resolved",WARNING
Connection reset by peer while streaming websocket data for user 9002,NETWORK_ERROR
Slow response detected for /api/appointments/{id}/cancel: 120 ms,PERFORMANCE_WARNING
Expired JWT token for user 4471,AUTHENTICATION_ERROR
User 77410 logged out,INFO
SSL handshake failed while connecting to mail server,NETWORK_ERROR
Query timeout while fetching appointments for user 555,DATABASE_ERROR
Failed to parse JWT claims for request to /api/auth/login,AUTHENTICATION_ERROR
Unclassified telemetry ping from unknown source 198.51.100.7,UNKNOWN
Appointment 9002 status updated to ACCEPTED,INFO
org.hibernate.exception.ConstraintViolationException: could not execute statement,DATABASE_ERROR
org.hibernate.exception.ConstraintViolationException: could not execute statement,DATABASE_ERROR
Connection reset by peer while streaming websocket data for user 31,NETWORK_ERROR
Failed to serialize response for endpoint /api/auth/login,APPLICATION_ERROR
WebSocket connection established for user 555,INFO
NullPointerException while processing appointment request for user 12345,APPLICATION_ERROR
Unable to reach downstream service from 192.168.1.10,NETWORK_ERROR
Connection reset by peer while streaming websocket data for user 555,NETWORK_ERROR
User 4471 attempted to book an already-cancelled appointment,WARNING
Multiple failed login attempts detected from the same IP 10.0.0.5,SECURITY_ALERT
User 31 tried to cancel an appointment belonging to another user,AUTHORIZATION_ERROR
Unable to reach downstream service from 172.17.0.3,NETWORK_ERROR
Invalid request body for endpoint /api/appointments/{id}/cancel: missing required field 'serviceId',VALIDATION_ERROR
Request from 172.17.0.3 attempted path traversal on static resource path,SECURITY_ALERT
Exception in method: register | Message: Unexpected error creating user account,APPLICATION_ERROR
xkcd-node-31 heartbeat received on unmapped channel,UNKNOWN
Validation failed: startTime must not be null,VALIDATION_ERROR
Application failed to start: port 8443 already in use (pid 31),SYSTEM_ERROR
Connection timed out while calling SMTP server smtp.gmail.com:587,NETWORK_ERROR
IllegalStateException: working schedule not initialized for staff 31,APPLICATION_ERROR
Read timed out on connection to mysql:3306,NETWORK_ERROR
Expired JWT token for user 203,AUTHENTICATION_ERROR
SocketTimeoutException while sending reminder email to user@example.com,NETWORK_ERROR
Working schedule created for staff member 8891,INFO
xkcd-node-4471 heartbeat received on unmapped channel,UNKNOWN
Malformed Authorization header on request to /api/admin/schedules,AUTHENTICATION_ERROR
Appointment created successfully for user 555 with service svc-202,INFO
NullPointerException while processing appointment request for user 555,APPLICATION_ERROR
Read timed out on connection to mysql:3306,NETWORK_ERROR
SocketTimeoutException while sending reminder email to customer1@mail.com,NETWORK_ERROR
Unusual number of admin actions performed by user 4471 in a short period,SECURITY_ALERT
Possible brute force attack detected against /api/auth/login from 172.17.0.3,SECURITY_ALERT
Slow response detected for /api/auth/login: 1500 ms,PERFORMANCE_WARNING
User 12345 attempted to access admin-only endpoint /api/admin/schedules,AUTHORIZATION_ERROR
Deprecated API version used by client for endpoint /api/auth/login,WARNING
403 Forbidden returned for request to /api/appointments by user 9002,AUTHORIZATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 12345 not found,APPLICATION_ERROR
StackOverflowError encountered while processing recursive schedule computation for staff 9002,SYSTEM_ERROR
JWT token missing on protected endpoint /api/admin/schedules,AUTHENTICATION_ERROR
Failed to connect to PostgreSQL database,DATABASE_ERROR
Data truncation: Data too long for column 'notes' at row 1,DATABASE_ERROR
Possible brute force attack detected against /api/auth/login from 172.17.0.3,SECURITY_ALERT
Exception in method: updateStatus | Message: Invalid status transition from FINISHED to PENDING,APPLICATION_ERROR
Login failed for user staff2@clinic.local: invalid credentials,AUTHENTICATION_ERROR
Failed to parse JWT claims for request to /api/services,AUTHENTICATION_ERROR
xkcd-node-8891 heartbeat received on unmapped channel,UNKNOWN
NullPointerException while processing appointment request for user 77410,APPLICATION_ERROR
Disk space critically low on mysql-db volume (1500 MB free),SYSTEM_ERROR
Possible brute force attack detected against /api/auth/login from 192.168.1.10,SECURITY_ALERT
User 555 attempted to access admin-only endpoint /api/admin/schedules,AUTHORIZATION_ERROR
User 4471 registered a new account,INFO
Request from 172.17.0.3 attempted path traversal on static resource path,SECURITY_ALERT
"Working schedule overlaps detected for staff member 12345, auto-resolved",WARNING
Slow response detected for /api/auth/register: 120 ms,PERFORMANCE_WARNING
Appointment 555 cancelled by user 4471,INFO
Exception in method: cancelAppointment | Message: Appointment 9002 not found,APPLICATION_ERROR
Configuration property spring.jpa.show-sql is enabled in a non-dev profile,WARNING
Appointment 555 status updated to ACCEPTED,INFO
Miscellaneous debug marker 555 left in codebase,UNKNOWN
Failed to acquire JDBC Connection: HikariPool-1 connection is not available,DATABASE_ERROR
403 Forbidden returned for request to /api/appointments/{id}/cancel by user 555,AUTHORIZATION_ERROR
OutOfMemoryError: Java heap space in appointment-service container (attempt 31),SYSTEM_ERROR
Appointment 203 requested for a slot close to closing time,WARNING
Data truncation: Data too long for column 'notes' at row 1,DATABASE_ERROR
Connection refused while connecting to MySQL at mysql:3306,DATABASE_ERROR
Application failed to start: port 8443 already in use (pid 12345),SYSTEM_ERROR
Connection reset by peer while streaming websocket data for user 9002,NETWORK_ERROR
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Failed to parse JWT claims for request to /api/auth/register,AUTHENTICATION_ERROR
org.hibernate.exception.ConstraintViolationException: could not execute statement,DATABASE_ERROR
Appointment 60021 requested for a slot close to closing time,WARNING
Completely unrelated unknown event (ref 77410),UNKNOWN
Expired JWT token for user 31,AUTHENTICATION_ERROR
Validation failed: username already exists,VALIDATION_ERROR
Failed to parse JWT claims for request to /api/services/{id}/available-slots,AUTHENTICATION_ERROR
Appointment 4471 requested for a slot close to closing time,WARNING
Completely unrelated unknown event (ref 77410),UNKNOWN
Appointment 8891 cancelled by user 77410,INFO
Validation failed: username already exists,VALIDATION_ERROR
Failed to acquire JDBC Connection: HikariPool-1 connection is not available,DATABASE_ERROR
Disk space critically low on mysql-db volume (6100 MB free),SYSTEM_ERROR
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Thread pool queue depth elevated while processing /api/appointments/{id}/cancel requests,PERFORMANCE_WARNING
Appointment 31 requested for a slot close to closing time,WARNING
User 12345 does not have permission to access /api/appointments,AUTHORIZATION_ERROR
Expired JWT token for user 9002,AUTHENTICATION_ERROR
org.hibernate.exception.ConstraintViolationException: could not execute statement,DATABASE_ERROR
Query timeout while fetching appointments for user 9002,DATABASE_ERROR
No handler registered for event type 8891,UNKNOWN
Failed to serialize response for endpoint /api/auth/login,APPLICATION_ERROR
"Docker health check failed for spring-app container, retry 8891",SYSTEM_ERROR
User 31 attempted to access admin-only endpoint /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
Unable to reach downstream service from 198.51.100.7,NETWORK_ERROR
Failed to serialize response for endpoint /api/appointments,APPLICATION_ERROR
User 12345 attempted to access admin-only endpoint /api/services,AUTHORIZATION_ERROR
Retrying email delivery to user@example.com after transient failure,WARNING
Application failed to start: port 8443 already in use (pid 60021),SYSTEM_ERROR
Failed to connect to PostgreSQL database,DATABASE_ERROR
Failed to acquire JDBC Connection: HikariPool-1 connection is not available,DATABASE_ERROR
Validation failed: password must be at least 8 characters,VALIDATION_ERROR
"Connection pool exhausted, unable to obtain JDBC connection for appointmentdb",DATABASE_ERROR
403 Forbidden returned for request to /api/services by user 203,AUTHORIZATION_ERROR
Appointment 60021 cancelled by user 60021,INFO
Invalid request body for endpoint /api/admin/schedules: missing required field 'serviceId',VALIDATION_ERROR
Account for user 555 locked after repeated failed authentication attempts,SECURITY_ALERT
Deprecated API version used by client for endpoint /api/appointments,WARNING
403 Forbidden returned for request to /api/auth/register by user 77410,AUTHORIZATION_ERROR
MethodArgumentNotValidException: appointment date must be in the future,VALIDATION_ERROR
Invalid request body for endpoint /api/appointments/{id}/cancel: missing required field 'serviceId',VALIDATION_ERROR
Working schedule created for staff member 9002,INFO
Appointment 9002 requested for a slot close to closing time,WARNING
Invalid request body for endpoint /api/auth/login: missing required field 'serviceId',VALIDATION_ERROR
Failed to acquire JDBC Connection: HikariPool-1 connection is not available,DATABASE_ERROR
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
Failed to parse JWT claims for request to /api/services/{id}/available-slots,AUTHENTICATION_ERROR
"JVM garbage collector could not reclaim memory, heap dump 4471 written",SYSTEM_ERROR
xkcd-node-203 heartbeat received on unmapped channel,UNKNOWN
Multiple failed login attempts detected from the same IP 10.0.0.5,SECURITY_ALERT
Unusual number of admin actions performed by user 8891 in a short period,SECURITY_ALERT
StackOverflowError encountered while processing recursive schedule computation for staff 555,SYSTEM_ERROR
Container spring-app restarted unexpectedly at cycle 31,SYSTEM_ERROR
Connection reset by peer while streaming websocket data for user 555,NETWORK_ERROR
Invalid JWT token,AUTHENTICATION_ERROR
Query timeout while fetching appointments for user 203,DATABASE_ERROR
Miscellaneous debug marker 12345 left in codebase,UNKNOWN
Disk space critically low on mysql-db volume (1500 MB free),SYSTEM_ERROR
User 4471 does not have permission to access /api/appointments/{id}/cancel,AUTHORIZATION_ERROR
Exception in method: updateStatus | Message: Invalid status transition from FINISHED to PENDING,APPLICATION_ERROR
Connection reset by peer while streaming websocket data for user 4471,NETWORK_ERROR
Uninterpreted binary blob logged at offset 60021,UNKNOWN
Slow response detected for /api/appointments/{id}/status: 120 ms,PERFORMANCE_WARNING
GC pause of 200 ms detected on spring-app container,PERFORMANCE_WARNING
User 9002 attempted to access admin-only endpoint /api/services,AUTHORIZATION_ERROR
SQL injection pattern detected in request parameter for /api/appointments/{id}/cancel,SECURITY_ALERT
Invalid request body for endpoint /api/appointments/{id}/cancel: missing required field 'serviceId',VALIDATION_ERROR
Connection timed out while calling SMTP server smtp.gmail.com:587,NETWORK_ERROR
Suspicious request payload containing script tags blocked for /api/auth/register,SECURITY_ALERT
Legacy subsystem emitted an unrecognized diagnostic code 555,UNKNOWN
Account for user 12345 locked after repeated failed authentication attempts,SECURITY_ALERT
"Cache miss for service svc-9 listing, falling back to database",WARNING
Expired JWT token for user 555,AUTHENTICATION_ERROR
Disk space critically low on mysql-db volume (45 MB free),SYSTEM_ERROR
Appointment 8891 cancelled by user 9002,INFO
Completely unrelated unknown event (ref 203),UNKNOWN
OutOfMemoryError: Java heap space in appointment-service container (attempt 4471),SYSTEM_ERROR
User 203 attempted to book an already-cancelled appointment,WARNING
StackOverflowError encountered while processing recursive schedule computation for staff 203,SYSTEM_ERROR
Query timeout while fetching appointments for user 31,DATABASE_ERROR
Expired JWT token for user 203,AUTHENTICATION_ERROR
SocketTimeoutException while sending reminder email to customer1@mail.com,NETWORK_ERROR
AuthenticationException: Bad credentials for user staff2@clinic.local,AUTHENTICATION_ERROR
Unable to reach downstream service from 172.17.0.3,NETWORK_ERROR
Miscellaneous debug marker 8891 left in codebase,UNKNOWN
Exception in method: cancelAppointment | Message: Appointment 77410 not found,APPLICATION_ERROR
User 203 attempted to access admin-only endpoint /api/appointments,AUTHORIZATION_ERROR
User 203 attempted to book an already-cancelled appointment,WARNING
403 Forbidden returned for request to /api/admin/schedules by user 8891,AUTHORIZATION_ERROR
Invalid request body for endpoint /api/appointments/{id}/cancel: missing required field 'serviceId',VALIDATION_ERROR
User 77410 attempted to access admin-only endpoint /api/auth/login,AUTHORIZATION_ERROR
User 60021 attempted to access admin-only endpoint /api/auth/login,AUTHORIZATION_ERROR
SQL injection pattern detected in request parameter for /api/services,SECURITY_ALERT
IllegalStateException: working schedule not initialized for staff 8891,APPLICATION_ERROR
"Docker health check failed for spring-app container, retry 9002",SYSTEM_ERROR
Slow response detected for /api/appointments/{id}/status: 6100 ms,PERFORMANCE_WARNING
Unusual number of admin actions performed by user 60021 in a short period,SECURITY_ALERT
Appointment 60021 requested for a slot close to closing time,WARNING
Failed to serialize response for endpoint /api/auth/register,APPLICATION_ERROR
SQL injection pattern detected in request parameter for /api/services/{id}/available-slots,SECURITY_ALERT
Expired JWT token for user 4471,AUTHENTICATION_ERROR
Deprecated API version used by client for endpoint /api/services,WARNING
IllegalStateException: working schedule not initialized for staff 12345,APPLICATION_ERROR
Account for user 8891 locked after repeated failed authentication attempts,SECURITY_ALERT
Invalid request body for endpoint /api/auth/login: missing required field 'serviceId',VALIDATION_ERROR
NullPointerException while processing appointment request for user 60021,APPLICATION_ERROR
JWT token missing on protected endpoint /api/auth/register,AUTHENTICATION_ERROR
Rejected request: appointment duration must be positive,VALIDATION_ERROR
Appointment 8891 status updated to ACCEPTED,INFO
Proxy error: unable to forward request from Apache to spring-app:8443,NETWORK_ERROR
xkcd-node-203 heartbeat received on unmapped channel,UNKNOWN
User 4471 attempted to access admin-only endpoint /api/auth/login,AUTHORIZATION_ERROR
xkcd-node-60021 heartbeat received on unmapped channel,UNKNOWN
Database query for available slots took 3100 ms,PERFORMANCE_WARNING
Slow response detected for /api/admin/schedules: 310 ms,PERFORMANCE_WARNING
User 203 attempted to book an already-cancelled appointment,WARNING
"Working schedule overlaps detected for staff member 31, auto-resolved",WARNING
Database query for available slots took 2200 ms,PERFORMANCE_WARNING
Appointment 77410 cancelled by user 9002,INFO
Table 'appointmentdb.working_schedule' doesn't exist,DATABASE_ERROR
Appointment 4471 cancelled by user 555,INFO
Unhandled RuntimeException in AppointmentService.getAvailableSlots,APPLICATION_ERROR
Expired JWT token for user 12345,AUTHENTICATION_ERROR
Rejected request: appointment duration must be positive,VALIDATION_ERROR
Slow response detected for /api/appointments/{id}/cancel: 80 ms,PERFORMANCE_WARNING
Completely unrelated unknown event (ref 31),UNKNOWN
Completely unrelated unknown event (ref 12345),UNKNOWN
User 8891 attempted to book an already-cancelled appointment,WARNING
Query timeout while fetching appointments for user 77410,DATABASE_ERROR
Suspicious request payload containing script tags blocked for /api/auth/register,SECURITY_ALERT
User 555 does not have permission to access /api/admin/schedules,AUTHORIZATION_ERROR
Unable to reach downstream service from 198.51.100.7,NETWORK_ERROR
Unable to reach downstream service from 10.0.0.5,NETWORK_ERROR
Legacy subsystem emitted an unrecognized diagnostic code 203,UNKNOWN
Invalid request body for endpoint /api/services/{id}/available-slots: missing required field 'serviceId',VALIDATION_ERROR
No handler registered for event type 9002,UNKNOWN
"Connection pool exhausted, unable to obtain JDBC connection for appointmentdb",DATABASE_ERROR
Query timeout while fetching appointments for user 77410,DATABASE_ERROR
Appointment created successfully for user 555 with service svc-101,INFO
Malformed Authorization header on request to /api/appointments,AUTHENTICATION_ERROR
Malformed Authorization header on request to /api/appointments,AUTHENTICATION_ERROR
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
xkcd-node-60021 heartbeat received on unmapped channel,UNKNOWN
Thread pool queue depth elevated while processing /api/auth/register requests,PERFORMANCE_WARNING
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Suspicious request payload containing script tags blocked for /api/services,SECURITY_ALERT
JWT token missing on protected endpoint /api/services,AUTHENTICATION_ERROR
"Working schedule overlaps detected for staff member 77410, auto-resolved",WARNING
SocketTimeoutException while sending reminder email to staff2@clinic.local,NETWORK_ERROR
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
Unhandled RuntimeException in AppointmentService.getAvailableSlots,APPLICATION_ERROR
IllegalStateException: working schedule not initialized for staff 555,APPLICATION_ERROR
User 77410 attempted to access admin-only endpoint /api/auth/register,AUTHORIZATION_ERROR
Container spring-app restarted unexpectedly at cycle 8891,SYSTEM_ERROR
"Docker health check failed for spring-app container, retry 77410",SYSTEM_ERROR
Appointment created successfully for user 31 with service svc-9,INFO
Validation failed: email must be a well-formed email address,VALIDATION_ERROR
Failed to serialize response for endpoint /api/appointments/{id}/status,APPLICATION_ERROR
Miscellaneous debug marker 9002 left in codebase,UNKNOWN
Invalid request body for endpoint /api/appointments/{id}/cancel: missing required field 'serviceId',VALIDATION_ERROR
Deprecated API version used by client for endpoint /api/services/{id}/available-slots,WARNING
Unable to reach downstream service from 10.0.0.5,NETWORK_ERROR
